PayrollPaymentID,PayrollRegisterID,PaymentDate,PaymentMethod,ReferenceNumber,ClearedDate,RecordedByEmployeeID
1260,1260,2024-07-05,ACH,PRPAY-2024-001260,2024-07-08,5
1261,1261,2024-07-05,ACH,PRPAY-2024-001261,2024-07-08,5
1262,1262,2024-07-05,ACH,PRPAY-2024-001262,2024-07-08,5
1263,1263,2024-07-05,ACH,PRPAY-2024-001263,2024-07-08,5
1264,1264,2024-07-05,Direct Deposit,PRPAY-2024-001264,2024-07-08,5
1265,1265,2024-07-05,ACH,PRPAY-2024-001265,2024-07-08,5
1266,1266,2024-07-05,Direct Deposit,PRPAY-2024-001266,2024-07-08,5
1267,1267,2024-07-05,ACH,PRPAY-2024-001267,2024-07-08,5
1268,1268,2024-07-05,ACH,PRPAY-2024-001268,2024-07-08,5
1269,1269,2024-07-05,ACH,PRPAY-2024-001269,2024-07-08,5
1270,1270,2024-07-05,Direct Deposit,PRPAY-2024-001270,2024-07-08,5
1271,1271,2024-07-05,ACH,PRPAY-2024-001271,2024-07-08,5
1272,1272,2024-07-05,Direct Deposit,PRPAY-2024-001272,2024-07-08,5
1273,1273,2024-07-05,ACH,PRPAY-2024-001273,2024-07-08,5
1274,1274,2024-07-05,ACH,PRPAY-2024-001274,2024-07-08,5
1275,1275,2024-07-05,ACH,PRPAY-2024-001275,2024-07-08,5
1276,1276,2024-07-05,ACH,PRPAY-2024-001276,2024-07-08,5
1277,1277,2024-07-05,ACH,PRPAY-2024-001277,2024-07-08,5
1278,1278,2024-07-05,Direct Deposit,PRPAY-2024-001278,2024-07-08,5
1279,1279,2024-07-05,ACH,PRPAY-2024-001279,2024-07-08,5
1280,1280,2024-07-05,Direct Deposit,PRPAY-2024-001280,2024-07-08,5
1281,1281,2024-07-05,Direct Deposit,PRPAY-2024-001281,2024-07-08,5
1282,1282,2024-07-05,ACH,PRPAY-2024-001282,2024-07-08,5
1283,1283,2024-07-05,Direct Deposit,PRPAY-2024-001283,2024-07-08,5
1284,1284,2024-07-05,ACH,PRPAY-2024-001284,2024-07-08,5
1285,1285,2024-07-05,Direct Deposit,PRPAY-2024-001285,2024-07-08,5
1286,1286,2024-07-05,ACH,PRPAY-2024-001286,2024-07-08,5
1287,1287,2024-07-05,Direct Deposit,PRPAY-2024-001287,2024-07-08,5
1288,1288,2024-07-05,Direct Deposit,PRPAY-2024-001288,2024-07-08,5
1289,1289,2024-07-05,ACH,PRPAY-2024-001289,2024-07-08,5
1290,1290,2024-07-05,Direct Deposit,PRPAY-2024-001290,2024-07-08,5
1291,1291,2024-07-05,Direct Deposit,PRPAY-2024-001291,2024-07-08,5
1292,1292,2024-07-05,Direct Deposit,PRPAY-2024-001292,2024-07-08,5
1293,1293,2024-07-05,Direct Deposit,PRPAY-2024-001293,2024-07-08,5
1294,1294,2024-07-05,Direct Deposit,PRPAY-2024-001294,2024-07-08,5
1295,1295,2024-07-05,Direct Deposit,PRPAY-2024-001295,2024-07-08,5
1296,1296,2024-07-05,Direct Deposit,PRPAY-2024-001296,2024-07-08,5
1297,1297,2024-07-05,Direct Deposit,PRPAY-2024-001297,2024-07-08,5
1298,1298,2024-07-05,Direct Deposit,PRPAY-2024-001298,2024-07-08,5
1299,1299,2024-07-05,ACH,PRPAY-2024-001299,2024-07-08,5
1300,1300,2024-07-05,Direct Deposit,PRPAY-2024-001300,2024-07-08,5
1301,1301,2024-07-05,ACH,PRPAY-2024-001301,2024-07-08,5
1302,1302,2024-07-05,ACH,PRPAY-2024-001302,2024-07-08,5
1303,1303,2024-07-05,ACH,PRPAY-2024-001303,2024-07-08,5
1304,1304,2024-07-05,Direct Deposit,PRPAY-2024-001304,2024-07-08,5
1305,1305,2024-07-05,Direct Deposit,PRPAY-2024-001305,2024-07-08,5
1306,1306,2024-07-05,Direct Deposit,PRPAY-2024-001306,2024-07-08,5
1307,1307,2024-07-05,ACH,PRPAY-2024-001307,2024-07-08,5
1308,1308,2024-07-05,Direct Deposit,PRPAY-2024-001308,2024-07-08,5
1309,1309,2024-07-05,Direct Deposit,PRPAY-2024-001309,2024-07-08,5
1310,1310,2024-07-05,Direct Deposit,PRPAY-2024-001310,2024-07-08,5
1311,1311,2024-07-05,ACH,PRPAY-2024-001311,2024-07-08,5
1312,1312,2024-07-05,Direct Deposit,PRPAY-2024-001312,2024-07-08,5
1313,1313,2024-07-05,ACH,PRPAY-2024-001313,2024-07-08,5
1314,1314,2024-07-05,ACH,PRPAY-2024-001314,2024-07-08,5
1315,1315,2024-07-05,Direct Deposit,PRPAY-2024-001315,2024-07-08,5
1316,1316,2024-07-05,Direct Deposit,PRPAY-2024-001316,2024-07-08,5
1317,1317,2024-07-05,Direct Deposit,PRPAY-2024-001317,2024-07-08,5
1318,1318,2024-07-05,ACH,PRPAY-2024-001318,2024-07-08,5
1319,1319,2024-07-05,ACH,PRPAY-2024-001319,2024-07-08,5
1320,1320,2024-07-05,Direct Deposit,PRPAY-2024-001320,2024-07-08,5
1321,1321,2024-07-05,ACH,PRPAY-2024-001321,2024-07-08,5
1322,1322,2024-07-05,ACH,PRPAY-2024-001322,2024-07-08,5
1323,1323,2024-07-05,ACH,PRPAY-2024-001323,2024-07-08,5
1324,1324,2024-07-05,ACH,PRPAY-2024-001324,2024-07-08,5
1325,1325,2024-07-05,ACH,PRPAY-2024-001325,2024-07-08,5
1326,1326,2024-07-05,Direct Deposit,PRPAY-2024-001326,2024-07-08,5
1327,1327,2024-07-05,Direct Deposit,PRPAY-2024-001327,2024-07-08,5
1328,1328,2024-07-05,ACH,PRPAY-2024-001328,2024-07-08,5
1329,1329,2024-07-05,Direct Deposit,PRPAY-2024-001329,2024-07-08,5
1330,1330,2024-07-05,ACH,PRPAY-2024-001330,2024-07-08,5
1331,1331,2024-07-05,Direct Deposit,PRPAY-2024-001331,2024-07-08,5
1332,1332,2024-07-05,ACH,PRPAY-2024-001332,2024-07-08,5
1333,1333,2024-07-05,ACH,PRPAY-2024-001333,2024-07-08,5
1334,1334,2024-07-05,Direct Deposit,PRPAY-2024-001334,2024-07-08,5
1335,1335,2024-07-05,Direct Deposit,PRPAY-2024-001335,2024-07-08,5
1336,1336,2024-07-05,Direct Deposit,PRPAY-2024-001336,2024-07-08,5
1337,1337,2024-07-05,ACH,PRPAY-2024-001337,2024-07-08,5
1338,1338,2024-07-05,ACH,PRPAY-2024-001338,2024-07-08,5
1339,1339,2024-07-05,Direct Deposit,PRPAY-2024-001339,2024-07-08,5
1340,1340,2024-07-05,Direct Deposit,PRPAY-2024-001340,2024-07-08,5
1341,1341,2024-07-05,Direct Deposit,PRPAY-2024-001341,2024-07-08,5
1342,1342,2024-07-05,Direct Deposit,PRPAY-2024-001342,2024-07-08,5
1343,1343,2024-07-05,Direct Deposit,PRPAY-2024-001343,2024-07-08,5
1344,1344,2024-07-05,ACH,PRPAY-2024-001344,2024-07-08,5
1345,1345,2024-07-05,Direct Deposit,PRPAY-2024-001345,2024-07-08,5
1346,1346,2024-07-05,Direct Deposit,PRPAY-2024-001346,2024-07-08,5
1347,1347,2024-07-05,ACH,PRPAY-2024-001347,2024-07-08,5
1348,1348,2024-07-05,Direct Deposit,PRPAY-2024-001348,2024-07-08,5
1349,1349,2024-07-05,Direct Deposit,PRPAY-2024-001349,2024-07-08,5
1350,1350,2024-07-05,Direct Deposit,PRPAY-2024-001350,2024-07-08,5
1351,1351,2024-07-05,Direct Deposit,PRPAY-2024-001351,2024-07-08,5
1352,1352,2024-07-05,Direct Deposit,PRPAY-2024-001352,2024-07-08,5
1353,1353,2024-07-05,ACH,PRPAY-2024-001353,2024-07-08,5
1354,1354,2024-07-05,Direct Deposit,PRPAY-2024-001354,2024-07-08,5
1355,1355,2024-07-05,ACH,PRPAY-2024-001355,2024-07-08,5
1356,1356,2024-07-05,Direct Deposit,PRPAY-2024-001356,2024-07-08,5
1357,1357,2024-07-05,ACH,PRPAY-2024-001357,2024-07-08,5
1358,1358,2024-07-05,Direct Deposit,PRPAY-2024-001358,2024-07-08,5
1359,1359,2024-07-05,ACH,PRPAY-2024-001359,2024-07-08,5
1360,1360,2024-07-05,ACH,PRPAY-2024-001360,2024-07-08,5
1361,1361,2024-07-05,ACH,PRPAY-2024-001361,2024-07-08,5
1362,1362,2024-07-05,ACH,PRPAY-2024-001362,2024-07-08,5
1363,1363,2024-07-05,ACH,PRPAY-2024-001363,2024-07-08,5
1364,1364,2024-07-05,ACH,PRPAY-2024-001364,2024-07-08,5
1365,1365,2024-07-19,ACH,PRPAY-2024-001365,2024-07-22,5
1366,1366,2024-07-19,ACH,PRPAY-2024-001366,2024-07-22,5
1367,1367,2024-07-19,Direct Deposit,PRPAY-2024-001367,2024-07-22,5
1368,1368,2024-07-19,Direct Deposit,PRPAY-2024-001368,2024-07-22,5
1369,1369,2024-07-19,Direct Deposit,PRPAY-2024-001369,2024-07-22,5
1370,1370,2024-07-19,ACH,PRPAY-2024-001370,2024-07-22,5
1371,1371,2024-07-19,ACH,PRPAY-2024-001371,2024-07-22,5
1372,1372,2024-07-19,Direct Deposit,PRPAY-2024-001372,2024-07-22,5
1373,1373,2024-07-19,ACH,PRPAY-2024-001373,2024-07-22,5
1374,1374,2024-07-19,ACH,PRPAY-2024-001374,2024-07-22,5
1375,1375,2024-07-19,ACH,PRPAY-2024-001375,2024-07-22,5
1376,1376,2024-07-19,Direct Deposit,PRPAY-2024-001376,2024-07-22,5
1377,1377,2024-07-19,Direct Deposit,PRPAY-2024-001377,2024-07-22,5
1378,1378,2024-07-19,ACH,PRPAY-2024-001378,2024-07-22,5
1379,1379,2024-07-19,ACH,PRPAY-2024-001379,2024-07-22,5
1380,1380,2024-07-19,ACH,PRPAY-2024-001380,2024-07-22,5
1381,1381,2024-07-19,Direct Deposit,PRPAY-2024-001381,2024-07-22,5
1382,1382,2024-07-19,ACH,PRPAY-2024-001382,2024-07-22,5
1383,1383,2024-07-19,ACH,PRPAY-2024-001383,2024-07-22,5
1384,1384,2024-07-19,Direct Deposit,PRPAY-2024-001384,2024-07-22,5
1385,1385,2024-07-19,Direct Deposit,PRPAY-2024-001385,2024-07-22,5
1386,1386,2024-07-19,Direct Deposit,PRPAY-2024-001386,2024-07-22,5
1387,1387,2024-07-19,Direct Deposit,PRPAY-2024-001387,2024-07-22,5
1388,1388,2024-07-19,ACH,PRPAY-2024-001388,2024-07-22,5
1389,1389,2024-07-19,Direct Deposit,PRPAY-2024-001389,2024-07-22,5
1390,1390,2024-07-19,ACH,PRPAY-2024-001390,2024-07-22,5
1391,1391,2024-07-19,ACH,PRPAY-2024-001391,2024-07-22,5
1392,1392,2024-07-19,ACH,PRPAY-2024-001392,2024-07-22,5
1393,1393,2024-07-19,ACH,PRPAY-2024-001393,2024-07-22,5
1394,1394,2024-07-19,Direct Deposit,PRPAY-2024-001394,2024-07-22,5
1395,1395,2024-07-19,ACH,PRPAY-2024-001395,2024-07-22,5
1396,1396,2024-07-19,Direct Deposit,PRPAY-2024-001396,2024-07-22,5
1397,1397,2024-07-19,Direct Deposit,PRPAY-2024-001397,2024-07-22,5
1398,1398,2024-07-19,ACH,PRPAY-2024-001398,2024-07-22,5
1399,1399,2024-07-19,ACH,PRPAY-2024-001399,2024-07-22,5
1400,1400,2024-07-19,Direct Deposit,PRPAY-2024-001400,2024-07-22,5
1401,1401,2024-07-19,ACH,PRPAY-2024-001401,2024-07-22,5
1402,1402,2024-07-19,ACH,PRPAY-2024-001402,2024-07-22,5
1403,1403,2024-07-19,Direct Deposit,PRPAY-2024-001403,2024-07-22,5
1404,1404,2024-07-19,Direct Deposit,PRPAY-2024-001404,2024-07-22,5
1405,1405,2024-07-19,ACH,PRPAY-2024-001405,2024-07-22,5
1406,1406,2024-07-19,ACH,PRPAY-2024-001406,2024-07-22,5
1407,1407,2024-07-19,Direct Deposit,PRPAY-2024-001407,2024-07-22,5
1408,1408,2024-07-19,Direct Deposit,PRPAY-2024-001408,2024-07-22,5
1409,1409,2024-07-19,ACH,PRPAY-2024-001409,2024-07-22,5
1410,1410,2024-07-19,Direct Deposit,PRPAY-2024-001410,2024-07-22,5
1411,1411,2024-07-19,Direct Deposit,PRPAY-2024-001411,2024-07-22,5
1412,1412,2024-07-19,ACH,PRPAY-2024-001412,2024-07-22,5
1413,1413,2024-07-19,Direct Deposit,PRPAY-2024-001413,2024-07-22,5
1414,1414,2024-07-19,ACH,PRPAY-2024-001414,2024-07-22,5
1415,1415,2024-07-19,ACH,PRPAY-2024-001415,2024-07-22,5
1416,1416,2024-07-19,ACH,PRPAY-2024-001416,2024-07-22,5
1417,1417,2024-07-19,Direct Deposit,PRPAY-2024-001417,2024-07-22,5
1418,1418,2024-07-19,Direct Deposit,PRPAY-2024-001418,2024-07-22,5
1419,1419,2024-07-19,Direct Deposit,PRPAY-2024-001419,2024-07-22,5
1420,1420,2024-07-19,Direct Deposit,PRPAY-2024-001420,2024-07-22,5
1421,1421,2024-07-19,Direct Deposit,PRPAY-2024-001421,2024-07-22,5
1422,1422,2024-07-19,ACH,PRPAY-2024-001422,2024-07-22,5
1423,1423,2024-07-19,Direct Deposit,PRPAY-2024-001423,2024-07-22,5
1424,1424,2024-07-19,ACH,PRPAY-2024-001424,2024-07-22,5
1425,1425,2024-07-19,ACH,PRPAY-2024-001425,2024-07-22,5
1426,1426,2024-07-19,ACH,PRPAY-2024-001426,2024-07-22,5
1427,1427,2024-07-19,ACH,PRPAY-2024-001427,2024-07-22,5
1428,1428,2024-07-19,Direct Deposit,PRPAY-2024-001428,2024-07-22,5
1429,1429,2024-07-19,ACH,PRPAY-2024-001429,2024-07-22,5
1430,1430,2024-07-19,Direct Deposit,PRPAY-2024-001430,2024-07-22,5
1431,1431,2024-07-19,Direct Deposit,PRPAY-2024-001431,2024-07-22,5
1432,1432,2024-07-19,ACH,PRPAY-2024-001432,2024-07-22,5
1433,1433,2024-07-19,Direct Deposit,PRPAY-2024-001433,2024-07-22,5
1434,1434,2024-07-19,ACH,PRPAY-2024-001434,2024-07-22,5
1435,1435,2024-07-19,Direct Deposit,PRPAY-2024-001435,2024-07-22,5
1436,1436,2024-07-19,Direct Deposit,PRPAY-2024-001436,2024-07-22,5
1437,1437,2024-07-19,ACH,PRPAY-2024-001437,2024-07-22,5
1438,1438,2024-07-19,ACH,PRPAY-2024-001438,2024-07-22,5
1439,1439,2024-07-19,ACH,PRPAY-2024-001439,2024-07-22,5
1440,1440,2024-07-19,Direct Deposit,PRPAY-2024-001440,2024-07-22,5
1441,1441,2024-07-19,Direct Deposit,PRPAY-2024-001441,2024-07-22,5
1442,1442,2024-07-19,Direct Deposit,PRPAY-2024-001442,2024-07-22,5
1443,1443,2024-07-19,ACH,PRPAY-2024-001443,2024-07-22,5
1444,1444,2024-07-19,Direct Deposit,PRPAY-2024-001444,2024-07-22,5
1445,1445,2024-07-19,Direct Deposit,PRPAY-2024-001445,2024-07-22,5
1446,1446,2024-07-19,ACH,PRPAY-2024-001446,2024-07-22,5
1447,1447,2024-07-19,Direct Deposit,PRPAY-2024-001447,2024-07-22,5
1448,1448,2024-07-19,Direct Deposit,PRPAY-2024-001448,2024-07-22,5
1449,1449,2024-07-19,Direct Deposit,PRPAY-2024-001449,2024-07-22,5
1450,1450,2024-07-19,ACH,PRPAY-2024-001450,2024-07-22,5
1451,1451,2024-07-19,Direct Deposit,PRPAY-2024-001451,2024-07-22,5
1452,1452,2024-07-19,Direct Deposit,PRPAY-2024-001452,2024-07-22,5
1453,1453,2024-07-19,Direct Deposit,PRPAY-2024-001453,2024-07-22,5
1454,1454,2024-07-19,Direct Deposit,PRPAY-2024-001454,2024-07-22,5
1455,1455,2024-07-19,Direct Deposit,PRPAY-2024-001455,2024-07-22,5
1456,1456,2024-07-19,Direct Deposit,PRPAY-2024-001456,2024-07-22,5
1457,1457,2024-07-19,Direct Deposit,PRPAY-2024-001457,2024-07-22,5
1458,1458,2024-07-19,Direct Deposit,PRPAY-2024-001458,2024-07-22,5
1459,1459,2024-07-19,Direct Deposit,PRPAY-2024-001459,2024-07-22,5
1460,1460,2024-07-19,ACH,PRPAY-2024-001460,2024-07-22,5
1461,1461,2024-07-19,ACH,PRPAY-2024-001461,2024-07-22,5
1462,1462,2024-07-19,ACH,PRPAY-2024-001462,2024-07-22,5
1463,1463,2024-07-19,Direct Deposit,PRPAY-2024-001463,2024-07-22,5
1464,1464,2024-07-19,ACH,PRPAY-2024-001464,2024-07-22,5
1465,1465,2024-07-19,ACH,PRPAY-2024-001465,2024-07-22,5
1466,1466,2024-07-19,Direct Deposit,PRPAY-2024-001466,2024-07-22,5
1467,1467,2024-07-19,ACH,PRPAY-2024-001467,2024-07-22,5
1468,1468,2024-07-19,Direct Deposit,PRPAY-2024-001468,2024-07-22,5
1469,1469,2024-07-19,ACH,PRPAY-2024-001469,2024-07-22,5
1470,1470,2024-07-19,ACH,PRPAY-2024-001470,2024-07-22,5
1471,1471,2024-08-02,ACH,PRPAY-2024-001471,2024-08-05,5
1472,1472,2024-08-02,ACH,PRPAY-2024-001472,2024-08-05,5
1473,1473,2024-08-02,ACH,PRPAY-2024-001473,2024-08-05,5
1474,1474,2024-08-02,ACH,PRPAY-2024-001474,2024-08-05,5
1475,1475,2024-08-02,Direct Deposit,PRPAY-2024-001475,2024-08-05,5
1476,1476,2024-08-02,ACH,PRPAY-2024-001476,2024-08-05,5
1477,1477,2024-08-02,Direct Deposit,PRPAY-2024-001477,2024-08-05,5
1478,1478,2024-08-02,Direct Deposit,PRPAY-2024-001478,2024-08-05,5
1479,1479,2024-08-02,ACH,PRPAY-2024-001479,2024-08-05,5
1480,1480,2024-08-02,ACH,PRPAY-2024-001480,2024-08-05,5
1481,1481,2024-08-02,Direct Deposit,PRPAY-2024-001481,2024-08-05,5
1482,1482,2024-08-02,ACH,PRPAY-2024-001482,2024-08-05,5
1483,1483,2024-08-02,Direct Deposit,PRPAY-2024-001483,2024-08-05,5
1484,1484,2024-08-02,Direct Deposit,PRPAY-2024-001484,2024-08-05,5
1485,1485,2024-08-02,ACH,PRPAY-2024-001485,2024-08-05,5
1486,1486,2024-08-02,Direct Deposit,PRPAY-2024-001486,2024-08-05,5
1487,1487,2024-08-02,Direct Deposit,PRPAY-2024-001487,2024-08-05,5
1488,1488,2024-08-02,Direct Deposit,PRPAY-2024-001488,2024-08-05,5
1489,1489,2024-08-02,ACH,PRPAY-2024-001489,2024-08-05,5
1490,1490,2024-08-02,Direct Deposit,PRPAY-2024-001490,2024-08-05,5
1491,1491,2024-08-02,Direct Deposit,PRPAY-2024-001491,2024-08-05,5
1492,1492,2024-08-02,ACH,PRPAY-2024-001492,2024-08-05,5
1493,1493,2024-08-02,ACH,PRPAY-2024-001493,2024-08-05,5
1494,1494,2024-08-02,ACH,PRPAY-2024-001494,2024-08-05,5
1495,1495,2024-08-02,ACH,PRPAY-2024-001495,2024-08-05,5
1496,1496,2024-08-02,ACH,PRPAY-2024-001496,2024-08-05,5
1497,1497,2024-08-02,ACH,PRPAY-2024-001497,2024-08-05,5
1498,1498,2024-08-02,ACH,PRPAY-2024-001498,2024-08-05,5
1499,1499,2024-08-02,Direct Deposit,PRPAY-2024-001499,2024-08-05,5
1500,1500,2024-08-02,ACH,PRPAY-2024-001500,2024-08-05,5
1501,1501,2024-08-02,ACH,PRPAY-2024-001501,2024-08-05,5
1502,1502,2024-08-02,Direct Deposit,PRPAY-2024-001502,2024-08-05,5
1503,1503,2024-08-02,ACH,PRPAY-2024-001503,2024-08-05,5
1504,1504,2024-08-02,ACH,PRPAY-2024-001504,2024-08-05,5
1505,1505,2024-08-02,ACH,PRPAY-2024-001505,2024-08-05,5
1506,1506,2024-08-02,Direct Deposit,PRPAY-2024-001506,2024-08-05,5
1507,1507,2024-08-02,Direct Deposit,PRPAY-2024-001507,2024-08-05,5
1508,1508,2024-08-02,Direct Deposit,PRPAY-2024-001508,2024-08-05,5
1509,1509,2024-08-02,Direct Deposit,PRPAY-2024-001509,2024-08-05,5
1510,1510,2024-08-02,Direct Deposit,PRPAY-2024-001510,2024-08-05,5
1511,1511,2024-08-02,ACH,PRPAY-2024-001511,2024-08-05,5
1512,1512,2024-08-02,ACH,PRPAY-2024-001512,2024-08-05,5
1513,1513,2024-08-02,ACH,PRPAY-2024-001513,2024-08-05,5
1514,1514,2024-08-02,ACH,PRPAY-2024-001514,2024-08-05,5
1515,1515,2024-08-02,ACH,PRPAY-2024-001515,2024-08-05,5
1516,1516,2024-08-02,Direct Deposit,PRPAY-2024-001516,2024-08-05,5
1517,1517,2024-08-02,ACH,PRPAY-2024-001517,2024-08-05,5
1518,1518,2024-08-02,Direct Deposit,PRPAY-2024-001518,2024-08-05,5
1519,1519,2024-08-02,Direct Deposit,PRPAY-2024-001519,2024-08-05,5
1520,1520,2024-08-02,Direct Deposit,PRPAY-2024-001520,2024-08-05,5
1521,1521,2024-08-02,Direct Deposit,PRPAY-2024-001521,2024-08-05,5
1522,1522,2024-08-02,ACH,PRPAY-2024-001522,2024-08-05,5
1523,1523,2024-08-02,ACH,PRPAY-2024-001523,2024-08-05,5
1524,1524,2024-08-02,Direct Deposit,PRPAY-2024-001524,2024-08-05,5
1525,1525,2024-08-02,Direct Deposit,PRPAY-2024-001525,2024-08-05,5
1526,1526,2024-08-02,Direct Deposit,PRPAY-2024-001526,2024-08-05,5
1527,1527,2024-08-02,Direct Deposit,PRPAY-2024-001527,2024-08-05,5
1528,1528,2024-08-02,Direct Deposit,PRPAY-2024-001528,2024-08-05,5
1529,1529,2024-08-02,ACH,PRPAY-2024-001529,2024-08-05,5
1530,1530,2024-08-02,Direct Deposit,PRPAY-2024-001530,2024-08-05,5
1531,1531,2024-08-02,Direct Deposit,PRPAY-2024-001531,2024-08-05,5
1532,1532,2024-08-02,ACH,PRPAY-2024-001532,2024-08-05,5
1533,1533,2024-08-02,ACH,PRPAY-2024-001533,2024-08-05,5
1534,1534,2024-08-02,ACH,PRPAY-2024-001534,2024-08-05,5
1535,1535,2024-08-02,Direct Deposit,PRPAY-2024-001535,2024-08-05,5
1536,1536,2024-08-02,ACH,PRPAY-2024-001536,2024-08-05,5
1537,1537,2024-08-02,ACH,PRPAY-2024-001537,2024-08-05,5
1538,1538,2024-08-02,Direct Deposit,PRPAY-2024-001538,2024-08-05,5
1539,1539,2024-08-02,Direct Deposit,PRPAY-2024-001539,2024-08-05,5
1540,1540,2024-08-02,Direct Deposit,PRPAY-2024-001540,2024-08-05,5
1541,1541,2024-08-02,ACH,PRPAY-2024-001541,2024-08-05,5
1542,1542,2024-08-02,Direct Deposit,PRPAY-2024-001542,2024-08-05,5
1543,1543,2024-08-02,Direct Deposit,PRPAY-2024-001543,2024-08-05,5
1544,1544,2024-08-02,Direct Deposit,PRPAY-2024-001544,2024-08-05,5
1545,1545,2024-08-02,ACH,PRPAY-2024-001545,2024-08-05,5
1546,1546,2024-08-02,Direct Deposit,PRPAY-2024-001546,2024-08-05,5
1547,1547,2024-08-02,ACH,PRPAY-2024-001547,2024-08-05,5
1548,1548,2024-08-02,ACH,PRPAY-2024-001548,2024-08-05,5
1549,1549,2024-08-02,Direct Deposit,PRPAY-2024-001549,2024-08-05,5
1550,1550,2024-08-02,Direct Deposit,PRPAY-2024-001550,2024-08-05,5
1551,1551,2024-08-02,Direct Deposit,PRPAY-2024-001551,2024-08-05,5
1552,1552,2024-08-02,Direct Deposit,PRPAY-2024-001552,2024-08-05,5
1553,1553,2024-08-02,Direct Deposit,PRPAY-2024-001553,2024-08-05,5
1554,1554,2024-08-02,Direct Deposit,PRPAY-2024-001554,2024-08-05,5
1555,1555,2024-08-02,Direct Deposit,PRPAY-2024-001555,2024-08-05,5
1556,1556,2024-08-02,ACH,PRPAY-2024-001556,2024-08-05,5
1557,1557,2024-08-02,Direct Deposit,PRPAY-2024-001557,2024-08-05,5
1558,1558,2024-08-02,Direct Deposit,PRPAY-2024-001558,2024-08-05,5
1559,1559,2024-08-02,ACH,PRPAY-2024-001559,2024-08-05,5
1560,1560,2024-08-02,Direct Deposit,PRPAY-2024-001560,2024-08-05,5
1561,1561,2024-08-02,Direct Deposit,PRPAY-2024-001561,2024-08-05,5
1562,1562,2024-08-02,ACH,PRPAY-2024-001562,2024-08-05,5
1563,1563,2024-08-02,Direct Deposit,PRPAY-2024-001563,2024-08-05,5
1564,1564,2024-08-02,ACH,PRPAY-2024-001564,2024-08-05,5
1565,1565,2024-08-02,ACH,PRPAY-2024-001565,2024-08-05,5
1566,1566,2024-08-02,Direct Deposit,PRPAY-2024-001566,2024-08-05,5
1567,1567,2024-08-02,ACH,PRPAY-2024-001567,2024-08-05,5
1568,1568,2024-08-02,ACH,PRPAY-2024-001568,2024-08-05,5
1569,1569,2024-08-02,Direct Deposit,PRPAY-2024-001569,2024-08-05,5
1570,1570,2024-08-02,ACH,PRPAY-2024-001570,2024-08-05,5
1571,1571,2024-08-02,Direct Deposit,PRPAY-2024-001571,2024-08-05,5
1572,1572,2024-08-02,ACH,PRPAY-2024-001572,2024-08-05,5
1573,1573,2024-08-02,Direct Deposit,PRPAY-2024-001573,2024-08-05,5
1574,1574,2024-08-02,ACH,PRPAY-2024-001574,2024-08-05,5
1575,1575,2024-08-02,ACH,PRPAY-2024-001575,2024-08-05,5
1576,1576,2024-08-02,ACH,PRPAY-2024-001576,2024-08-05,5
1577,1577,2024-08-02,Direct Deposit,PRPAY-2024-001577,2024-08-05,5
1578,1578,2024-08-16,ACH,PRPAY-2024-001578,2024-08-19,5
1579,1579,2024-08-16,Direct Deposit,PRPAY-2024-001579,2024-08-19,5
1580,1580,2024-08-16,ACH,PRPAY-2024-001580,2024-08-19,5
1581,1581,2024-08-16,ACH,PRPAY-2024-001581,2024-08-19,5
1582,1582,2024-08-16,Direct Deposit,PRPAY-2024-001582,2024-08-19,5
1583,1583,2024-08-16,ACH,PRPAY-2024-001583,2024-08-19,5
1584,1584,2024-08-16,Direct Deposit,PRPAY-2024-001584,2024-08-19,5
1585,1585,2024-08-16,ACH,PRPAY-2024-001585,2024-08-19,5
1586,1586,2024-08-16,Direct Deposit,PRPAY-2024-001586,2024-08-19,5
1587,1587,2024-08-16,ACH,PRPAY-2024-001587,2024-08-19,5
1588,1588,2024-08-16,Direct Deposit,PRPAY-2024-001588,2024-08-19,5
1589,1589,2024-08-16,Direct Deposit,PRPAY-2024-001589,2024-08-19,5
1590,1590,2024-08-16,Direct Deposit,PRPAY-2024-001590,2024-08-19,5
1591,1591,2024-08-16,ACH,PRPAY-2024-001591,2024-08-19,5
1592,1592,2024-08-16,Direct Deposit,PRPAY-2024-001592,2024-08-19,5
1593,1593,2024-08-16,ACH,PRPAY-2024-001593,2024-08-19,5
1594,1594,2024-08-16,ACH,PRPAY-2024-001594,2024-08-19,5
1595,1595,2024-08-16,ACH,PRPAY-2024-001595,2024-08-19,5
1596,1596,2024-08-16,ACH,PRPAY-2024-001596,2024-08-19,5
1597,1597,2024-08-16,ACH,PRPAY-2024-001597,2024-08-19,5
1598,1598,2024-08-16,ACH,PRPAY-2024-001598,2024-08-19,5
1599,1599,2024-08-16,Direct Deposit,PRPAY-2024-001599,2024-08-19,5
1600,1600,2024-08-16,ACH,PRPAY-2024-001600,2024-08-19,5
1601,1601,2024-08-16,Direct Deposit,PRPAY-2024-001601,2024-08-19,5
1602,1602,2024-08-16,Direct Deposit,PRPAY-2024-001602,2024-08-19,5
1603,1603,2024-08-16,Direct Deposit,PRPAY-2024-001603,2024-08-19,5
1604,1604,2024-08-16,Direct Deposit,PRPAY-2024-001604,2024-08-19,5
1605,1605,2024-08-16,ACH,PRPAY-2024-001605,2024-08-19,5
1606,1606,2024-08-16,ACH,PRPAY-2024-001606,2024-08-19,5
1607,1607,2024-08-16,ACH,PRPAY-2024-001607,2024-08-19,5
