GLEntryID,PostingDate,AccountID,Debit,Credit,VoucherType,VoucherNumber,SourceDocumentType,SourceDocumentID,SourceLineID,CostCenterID,Description,CreatedByEmployeeID,CreatedDate,FiscalYear,FiscalPeriod
789691,2026-05-31,2,0.0,155.64,DisbursementPayment,DP-2026-027079,DisbursementPayment,27079,,4.0,Record vendor payment,2,2026-05-31 12:00:00,2026,5
789693,2026-05-31,2,0.0,560.94,DisbursementPayment,DP-2026-027080,DisbursementPayment,27080,,4.0,Record vendor payment,2,2026-05-31 12:00:00,2026,5
789695,2026-05-31,2,0.0,1299.85,DisbursementPayment,DP-2026-027081,DisbursementPayment,27081,,4.0,Record vendor payment,2,2026-05-31 12:00:00,2026,5
789697,2026-05-31,2,0.0,1245.2,DisbursementPayment,DP-2026-027082,DisbursementPayment,27082,,4.0,Record vendor payment,2,2026-05-31 12:00:00,2026,5
789699,2026-05-31,2,0.0,676.84,DisbursementPayment,DP-2026-027083,DisbursementPayment,27083,,4.0,Record vendor payment,2,2026-05-31 12:00:00,2026,5
789701,2026-06-01,2,0.0,360.33,DisbursementPayment,DP-2026-027084,DisbursementPayment,27084,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
789703,2026-06-01,2,0.0,390.39,DisbursementPayment,DP-2026-027085,DisbursementPayment,27085,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
789705,2026-06-01,2,0.0,644.73,DisbursementPayment,DP-2026-027086,DisbursementPayment,27086,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
789707,2026-06-02,2,0.0,800.52,DisbursementPayment,DP-2026-027087,DisbursementPayment,27087,,4.0,Record vendor payment,2,2026-06-02 12:00:00,2026,6
789709,2026-06-02,2,0.0,227.89,DisbursementPayment,DP-2026-027088,DisbursementPayment,27088,,4.0,Record vendor payment,2,2026-06-02 12:00:00,2026,6
789711,2026-06-02,2,0.0,466.38,DisbursementPayment,DP-2026-027089,DisbursementPayment,27089,,4.0,Record vendor payment,2,2026-06-02 12:00:00,2026,6
789713,2026-06-03,2,0.0,309.06,DisbursementPayment,DP-2026-027090,DisbursementPayment,27090,,4.0,Record vendor payment,2,2026-06-03 12:00:00,2026,6
789715,2026-06-03,2,0.0,370.34,DisbursementPayment,DP-2026-027091,DisbursementPayment,27091,,5.0,Record vendor payment,2,2026-06-03 12:00:00,2026,6
789717,2026-06-03,2,0.0,1236.3,DisbursementPayment,DP-2026-027092,DisbursementPayment,27092,,4.0,Record vendor payment,2,2026-06-03 12:00:00,2026,6
789719,2026-06-03,2,0.0,513.58,DisbursementPayment,DP-2026-027093,DisbursementPayment,27093,,4.0,Record vendor payment,2,2026-06-03 12:00:00,2026,6
789721,2026-06-03,2,0.0,157.09,DisbursementPayment,DP-2026-027094,DisbursementPayment,27094,,4.0,Record vendor payment,2,2026-06-03 12:00:00,2026,6
789723,2026-06-03,2,0.0,236.12,DisbursementPayment,DP-2026-027095,DisbursementPayment,27095,,4.0,Record vendor payment,2,2026-06-03 12:00:00,2026,6
789725,2026-06-03,2,0.0,226.8,DisbursementPayment,DP-2026-027096,DisbursementPayment,27096,,5.0,Record vendor payment,2,2026-06-03 12:00:00,2026,6
789727,2026-06-04,2,0.0,1434.67,DisbursementPayment,DP-2026-027097,DisbursementPayment,27097,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789729,2026-06-04,2,0.0,1752.46,DisbursementPayment,DP-2026-027098,DisbursementPayment,27098,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789731,2026-06-04,2,0.0,7130.05,DisbursementPayment,DP-2026-027099,DisbursementPayment,27099,,5.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789733,2026-06-04,2,0.0,1516.64,DisbursementPayment,DP-2026-027100,DisbursementPayment,27100,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789735,2026-06-04,2,0.0,1343.26,DisbursementPayment,DP-2026-027101,DisbursementPayment,27101,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789737,2026-06-04,2,0.0,1166.68,DisbursementPayment,DP-2026-027102,DisbursementPayment,27102,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789739,2026-06-04,2,0.0,12828.67,DisbursementPayment,DP-2026-027103,DisbursementPayment,27103,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789741,2026-06-04,2,0.0,811.83,DisbursementPayment,DP-2026-027104,DisbursementPayment,27104,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789743,2026-06-04,2,0.0,1208.65,DisbursementPayment,DP-2026-027105,DisbursementPayment,27105,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789745,2026-06-04,2,0.0,455.19,DisbursementPayment,DP-2026-027106,DisbursementPayment,27106,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789747,2026-06-04,2,0.0,887.23,DisbursementPayment,DP-2026-027107,DisbursementPayment,27107,,4.0,Record vendor payment,2,2026-06-04 12:00:00,2026,6
789749,2026-06-05,2,0.0,587.9,DisbursementPayment,DP-2026-027108,DisbursementPayment,27108,,4.0,Record vendor payment,2,2026-06-05 12:00:00,2026,6
789751,2026-06-06,2,0.0,1937.72,DisbursementPayment,DP-2026-027109,DisbursementPayment,27109,,5.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789753,2026-06-06,2,0.0,500.11,DisbursementPayment,DP-2026-027110,DisbursementPayment,27110,,4.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789755,2026-06-06,2,0.0,168.48,DisbursementPayment,DP-2026-027111,DisbursementPayment,27111,,4.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789757,2026-06-06,2,0.0,505.96,DisbursementPayment,DP-2026-027112,DisbursementPayment,27112,,4.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789759,2026-06-06,2,0.0,617.69,DisbursementPayment,DP-2026-027113,DisbursementPayment,27113,,4.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789761,2026-06-06,2,0.0,1078.13,DisbursementPayment,DP-2026-027114,DisbursementPayment,27114,,4.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789763,2026-06-06,2,0.0,136.21,DisbursementPayment,DP-2026-027115,DisbursementPayment,27115,,4.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789765,2026-06-06,2,0.0,450.17,DisbursementPayment,DP-2026-027116,DisbursementPayment,27116,,4.0,Record vendor payment,2,2026-06-06 12:00:00,2026,6
789767,2026-06-07,2,0.0,24.13,DisbursementPayment,DP-2026-027117,DisbursementPayment,27117,,4.0,Record vendor payment,2,2026-06-07 12:00:00,2026,6
789769,2026-06-07,2,0.0,195.98,DisbursementPayment,DP-2026-027118,DisbursementPayment,27118,,4.0,Record vendor payment,2,2026-06-07 12:00:00,2026,6
789771,2026-06-07,2,0.0,341.41,DisbursementPayment,DP-2026-027119,DisbursementPayment,27119,,4.0,Record vendor payment,2,2026-06-07 12:00:00,2026,6
789773,2026-06-08,2,0.0,45.71,DisbursementPayment,DP-2026-027120,DisbursementPayment,27120,,4.0,Record vendor payment,2,2026-06-08 12:00:00,2026,6
789775,2026-06-08,2,0.0,247.22,DisbursementPayment,DP-2026-027121,DisbursementPayment,27121,,4.0,Record vendor payment,2,2026-06-08 12:00:00,2026,6
789777,2026-06-08,2,0.0,9772.22,DisbursementPayment,DP-2026-027122,DisbursementPayment,27122,,5.0,Record vendor payment,2,2026-06-08 12:00:00,2026,6
789779,2026-06-08,2,0.0,188.29,DisbursementPayment,DP-2026-027123,DisbursementPayment,27123,,4.0,Record vendor payment,2,2026-06-08 12:00:00,2026,6
789781,2026-06-08,2,0.0,131.71,DisbursementPayment,DP-2026-027124,DisbursementPayment,27124,,4.0,Record vendor payment,2,2026-06-08 12:00:00,2026,6
789783,2026-06-08,2,0.0,762.45,DisbursementPayment,DP-2026-027125,DisbursementPayment,27125,,4.0,Record vendor payment,2,2026-06-08 12:00:00,2026,6
789785,2026-06-09,2,0.0,417.71,DisbursementPayment,DP-2026-027126,DisbursementPayment,27126,,4.0,Record vendor payment,2,2026-06-09 12:00:00,2026,6
789787,2026-06-09,2,0.0,299.78,DisbursementPayment,DP-2026-027127,DisbursementPayment,27127,,4.0,Record vendor payment,2,2026-06-09 12:00:00,2026,6
789789,2026-06-09,2,0.0,292.51,DisbursementPayment,DP-2026-027128,DisbursementPayment,27128,,4.0,Record vendor payment,2,2026-06-09 12:00:00,2026,6
789791,2026-06-09,2,0.0,2211.5,DisbursementPayment,DP-2026-027129,DisbursementPayment,27129,,4.0,Record vendor payment,2,2026-06-09 12:00:00,2026,6
789793,2026-06-10,2,0.0,408.2,DisbursementPayment,DP-2026-027130,DisbursementPayment,27130,,4.0,Record vendor payment,2,2026-06-10 12:00:00,2026,6
789795,2026-06-10,2,0.0,279.76,DisbursementPayment,DP-2026-027131,DisbursementPayment,27131,,4.0,Record vendor payment,2,2026-06-10 12:00:00,2026,6
789797,2026-06-10,2,0.0,1692.62,DisbursementPayment,DP-2026-027132,DisbursementPayment,27132,,4.0,Record vendor payment,2,2026-06-10 12:00:00,2026,6
789799,2026-06-10,2,0.0,93.49,DisbursementPayment,DP-2026-027133,DisbursementPayment,27133,,4.0,Record vendor payment,2,2026-06-10 12:00:00,2026,6
789801,2026-06-11,2,0.0,593.18,DisbursementPayment,DP-2026-027134,DisbursementPayment,27134,,4.0,Record vendor payment,2,2026-06-11 12:00:00,2026,6
789803,2026-06-11,2,0.0,17007.87,DisbursementPayment,DP-2026-027135,DisbursementPayment,27135,,4.0,Record vendor payment,2,2026-06-11 12:00:00,2026,6
789805,2026-06-11,2,0.0,679.73,DisbursementPayment,DP-2026-027136,DisbursementPayment,27136,,4.0,Record vendor payment,2,2026-06-11 12:00:00,2026,6
789807,2026-06-11,2,0.0,568.58,DisbursementPayment,DP-2026-027137,DisbursementPayment,27137,,4.0,Record vendor payment,2,2026-06-11 12:00:00,2026,6
789809,2026-06-12,2,0.0,622.64,DisbursementPayment,DP-2026-027138,DisbursementPayment,27138,,5.0,Record vendor payment,2,2026-06-12 12:00:00,2026,6
789811,2026-06-12,2,0.0,377.37,DisbursementPayment,DP-2026-027139,DisbursementPayment,27139,,4.0,Record vendor payment,2,2026-06-12 12:00:00,2026,6
789813,2026-06-12,2,0.0,801.02,DisbursementPayment,DP-2026-027140,DisbursementPayment,27140,,4.0,Record vendor payment,2,2026-06-12 12:00:00,2026,6
789815,2026-06-12,2,0.0,735.48,DisbursementPayment,DP-2026-027141,DisbursementPayment,27141,,5.0,Record vendor payment,2,2026-06-12 12:00:00,2026,6
789817,2026-06-12,2,0.0,2385.08,DisbursementPayment,DP-2026-027142,DisbursementPayment,27142,,4.0,Record vendor payment,2,2026-06-12 12:00:00,2026,6
789819,2026-06-12,2,0.0,622.41,DisbursementPayment,DP-2026-027143,DisbursementPayment,27143,,4.0,Record vendor payment,2,2026-06-12 12:00:00,2026,6
789821,2026-06-13,2,0.0,823.04,DisbursementPayment,DP-2026-027144,DisbursementPayment,27144,,4.0,Record vendor payment,2,2026-06-13 12:00:00,2026,6
789823,2026-06-13,2,0.0,34.56,DisbursementPayment,DP-2026-027145,DisbursementPayment,27145,,4.0,Record vendor payment,2,2026-06-13 12:00:00,2026,6
789825,2026-06-13,2,0.0,1275.66,DisbursementPayment,DP-2026-027146,DisbursementPayment,27146,,4.0,Record vendor payment,2,2026-06-13 12:00:00,2026,6
789827,2026-06-13,2,0.0,556.86,DisbursementPayment,DP-2026-027147,DisbursementPayment,27147,,4.0,Record vendor payment,2,2026-06-13 12:00:00,2026,6
789829,2026-06-13,2,0.0,414.94,DisbursementPayment,DP-2026-027148,DisbursementPayment,27148,,4.0,Record vendor payment,2,2026-06-13 12:00:00,2026,6
789831,2026-06-14,2,0.0,125.1,DisbursementPayment,DP-2026-027149,DisbursementPayment,27149,,4.0,Record vendor payment,2,2026-06-14 12:00:00,2026,6
789833,2026-06-14,2,0.0,1069.76,DisbursementPayment,DP-2026-027150,DisbursementPayment,27150,,4.0,Record vendor payment,2,2026-06-14 12:00:00,2026,6
789835,2026-06-14,2,0.0,223.66,DisbursementPayment,DP-2026-027151,DisbursementPayment,27151,,4.0,Record vendor payment,2,2026-06-14 12:00:00,2026,6
789837,2026-06-15,2,0.0,369.54,DisbursementPayment,DP-2026-027152,DisbursementPayment,27152,,4.0,Record vendor payment,2,2026-06-15 12:00:00,2026,6
789839,2026-06-16,2,0.0,940.79,DisbursementPayment,DP-2026-027153,DisbursementPayment,27153,,5.0,Record vendor payment,2,2026-06-16 12:00:00,2026,6
789841,2026-06-16,2,0.0,537.12,DisbursementPayment,DP-2026-027154,DisbursementPayment,27154,,4.0,Record vendor payment,2,2026-06-16 12:00:00,2026,6
789843,2026-06-16,2,0.0,790.83,DisbursementPayment,DP-2026-027155,DisbursementPayment,27155,,4.0,Record vendor payment,2,2026-06-16 12:00:00,2026,6
789845,2026-06-16,2,0.0,241.52,DisbursementPayment,DP-2026-027156,DisbursementPayment,27156,,4.0,Record vendor payment,2,2026-06-16 12:00:00,2026,6
789847,2026-06-16,2,0.0,170.74,DisbursementPayment,DP-2026-027157,DisbursementPayment,27157,,4.0,Record vendor payment,2,2026-06-16 12:00:00,2026,6
789849,2026-06-17,2,0.0,105.59,DisbursementPayment,DP-2026-027158,DisbursementPayment,27158,,4.0,Record vendor payment,2,2026-06-17 12:00:00,2026,6
789851,2026-06-17,2,0.0,1088.06,DisbursementPayment,DP-2026-027159,DisbursementPayment,27159,,4.0,Record vendor payment,2,2026-06-17 12:00:00,2026,6
789853,2026-06-17,2,0.0,273.51,DisbursementPayment,DP-2026-027160,DisbursementPayment,27160,,4.0,Record vendor payment,2,2026-06-17 12:00:00,2026,6
789855,2026-06-17,2,0.0,217.36,DisbursementPayment,DP-2026-027161,DisbursementPayment,27161,,4.0,Record vendor payment,2,2026-06-17 12:00:00,2026,6
789857,2026-06-17,2,0.0,2516.65,DisbursementPayment,DP-2026-027162,DisbursementPayment,27162,,4.0,Record vendor payment,2,2026-06-17 12:00:00,2026,6
789859,2026-06-18,2,0.0,8637.71,DisbursementPayment,DP-2026-027163,DisbursementPayment,27163,,4.0,Record vendor payment,2,2026-06-18 12:00:00,2026,6
789861,2026-06-18,2,0.0,173.71,DisbursementPayment,DP-2026-027164,DisbursementPayment,27164,,5.0,Record vendor payment,2,2026-06-18 12:00:00,2026,6
789863,2026-06-18,2,0.0,1954.32,DisbursementPayment,DP-2026-027165,DisbursementPayment,27165,,4.0,Record vendor payment,2,2026-06-18 12:00:00,2026,6
789865,2026-06-18,2,0.0,1005.92,DisbursementPayment,DP-2026-027166,DisbursementPayment,27166,,4.0,Record vendor payment,2,2026-06-18 12:00:00,2026,6
789867,2026-06-18,2,0.0,253.7,DisbursementPayment,DP-2026-027167,DisbursementPayment,27167,,4.0,Record vendor payment,2,2026-06-18 12:00:00,2026,6
789869,2026-06-18,2,0.0,772.08,DisbursementPayment,DP-2026-027168,DisbursementPayment,27168,,4.0,Record vendor payment,2,2026-06-18 12:00:00,2026,6
789871,2026-06-19,2,0.0,100.04,DisbursementPayment,DP-2026-027169,DisbursementPayment,27169,,4.0,Record vendor payment,2,2026-06-19 12:00:00,2026,6
789873,2026-06-19,2,0.0,1132.92,DisbursementPayment,DP-2026-027170,DisbursementPayment,27170,,5.0,Record vendor payment,2,2026-06-19 12:00:00,2026,6
789875,2026-06-19,2,0.0,795.32,DisbursementPayment,DP-2026-027171,DisbursementPayment,27171,,4.0,Record vendor payment,2,2026-06-19 12:00:00,2026,6
789877,2026-06-19,2,0.0,485.36,DisbursementPayment,DP-2026-027172,DisbursementPayment,27172,,4.0,Record vendor payment,2,2026-06-19 12:00:00,2026,6
789879,2026-06-19,2,0.0,4086.33,DisbursementPayment,DP-2026-027173,DisbursementPayment,27173,,5.0,Record vendor payment,2,2026-06-19 12:00:00,2026,6
789881,2026-06-20,2,0.0,430.42,DisbursementPayment,DP-2026-027174,DisbursementPayment,27174,,4.0,Record vendor payment,2,2026-06-20 12:00:00,2026,6
789883,2026-06-20,2,0.0,748.37,DisbursementPayment,DP-2026-027175,DisbursementPayment,27175,,4.0,Record vendor payment,2,2026-06-20 12:00:00,2026,6
789885,2026-06-20,2,0.0,1861.31,DisbursementPayment,DP-2026-027176,DisbursementPayment,27176,,4.0,Record vendor payment,2,2026-06-20 12:00:00,2026,6
789887,2026-06-20,2,0.0,177.94,DisbursementPayment,DP-2026-027177,DisbursementPayment,27177,,4.0,Record vendor payment,2,2026-06-20 12:00:00,2026,6
789889,2026-06-20,2,0.0,258.84,DisbursementPayment,DP-2026-027178,DisbursementPayment,27178,,4.0,Record vendor payment,2,2026-06-20 12:00:00,2026,6
789891,2026-06-21,2,0.0,38.86,DisbursementPayment,DP-2026-027179,DisbursementPayment,27179,,4.0,Record vendor payment,2,2026-06-21 12:00:00,2026,6
789893,2026-06-21,2,0.0,203.47,DisbursementPayment,DP-2026-027180,DisbursementPayment,27180,,4.0,Record vendor payment,2,2026-06-21 12:00:00,2026,6
789895,2026-06-21,2,0.0,1.51,DisbursementPayment,DP-2026-027181,DisbursementPayment,27181,,4.0,Record vendor payment,2,2026-06-21 12:00:00,2026,6
789897,2026-06-21,2,0.0,47.2,DisbursementPayment,DP-2026-027182,DisbursementPayment,27182,,4.0,Record vendor payment,2,2026-06-21 12:00:00,2026,6
789899,2026-06-21,2,0.0,1091.03,DisbursementPayment,DP-2026-027183,DisbursementPayment,27183,,4.0,Record vendor payment,2,2026-06-21 12:00:00,2026,6
789901,2026-06-21,2,0.0,363.16,DisbursementPayment,DP-2026-027184,DisbursementPayment,27184,,4.0,Record vendor payment,2,2026-06-21 12:00:00,2026,6
789903,2026-06-21,2,0.0,453.17,DisbursementPayment,DP-2026-027185,DisbursementPayment,27185,,4.0,Record vendor payment,2,2026-06-21 12:00:00,2026,6
789905,2026-06-22,2,0.0,376.08,DisbursementPayment,DP-2026-027186,DisbursementPayment,27186,,4.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789907,2026-06-22,2,0.0,568.18,DisbursementPayment,DP-2026-027187,DisbursementPayment,27187,,5.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789909,2026-06-22,2,0.0,149.68,DisbursementPayment,DP-2026-027188,DisbursementPayment,27188,,4.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789911,2026-06-22,2,0.0,1018.74,DisbursementPayment,DP-2026-027189,DisbursementPayment,27189,,4.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789913,2026-06-22,2,0.0,420.26,DisbursementPayment,DP-2026-027190,DisbursementPayment,27190,,4.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789915,2026-06-22,2,0.0,125.48,DisbursementPayment,DP-2026-027191,DisbursementPayment,27191,,4.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789917,2026-06-22,2,0.0,2255.94,DisbursementPayment,DP-2026-027192,DisbursementPayment,27192,,4.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789919,2026-06-22,2,0.0,484.26,DisbursementPayment,DP-2026-027193,DisbursementPayment,27193,,4.0,Record vendor payment,2,2026-06-22 12:00:00,2026,6
789921,2026-06-23,2,0.0,588.42,DisbursementPayment,DP-2026-027194,DisbursementPayment,27194,,4.0,Record vendor payment,2,2026-06-23 12:00:00,2026,6
789923,2026-06-23,2,0.0,694.6,DisbursementPayment,DP-2026-027195,DisbursementPayment,27195,,4.0,Record vendor payment,2,2026-06-23 12:00:00,2026,6
789925,2026-06-23,2,0.0,726.74,DisbursementPayment,DP-2026-027196,DisbursementPayment,27196,,4.0,Record vendor payment,2,2026-06-23 12:00:00,2026,6
789927,2026-06-23,2,0.0,198.3,DisbursementPayment,DP-2026-027197,DisbursementPayment,27197,,4.0,Record vendor payment,2,2026-06-23 12:00:00,2026,6
789929,2026-06-23,2,0.0,3348.53,DisbursementPayment,DP-2026-027198,DisbursementPayment,27198,,4.0,Record vendor payment,2,2026-06-23 12:00:00,2026,6
789931,2026-06-23,2,0.0,1422.44,DisbursementPayment,DP-2026-027199,DisbursementPayment,27199,,5.0,Record vendor payment,2,2026-06-23 12:00:00,2026,6
789933,2026-06-24,2,0.0,1401.51,DisbursementPayment,DP-2026-027200,DisbursementPayment,27200,,4.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789935,2026-06-24,2,0.0,170.61,DisbursementPayment,DP-2026-027201,DisbursementPayment,27201,,5.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789937,2026-06-24,2,0.0,199.18,DisbursementPayment,DP-2026-027202,DisbursementPayment,27202,,4.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789939,2026-06-24,2,0.0,13.68,DisbursementPayment,DP-2026-027203,DisbursementPayment,27203,,4.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789941,2026-06-24,2,0.0,710.98,DisbursementPayment,DP-2026-027204,DisbursementPayment,27204,,4.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789943,2026-06-24,2,0.0,7202.52,DisbursementPayment,DP-2026-027205,DisbursementPayment,27205,,5.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789945,2026-06-24,2,0.0,1802.96,DisbursementPayment,DP-2026-027206,DisbursementPayment,27206,,5.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789947,2026-06-24,2,0.0,1486.75,DisbursementPayment,DP-2026-027207,DisbursementPayment,27207,,5.0,Record vendor payment,2,2026-06-24 12:00:00,2026,6
789949,2026-06-25,2,0.0,9.37,DisbursementPayment,DP-2026-027208,DisbursementPayment,27208,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789951,2026-06-25,2,0.0,214.74,DisbursementPayment,DP-2026-027209,DisbursementPayment,27209,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789953,2026-06-25,2,0.0,597.33,DisbursementPayment,DP-2026-027210,DisbursementPayment,27210,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789955,2026-06-25,2,0.0,476.25,DisbursementPayment,DP-2026-027211,DisbursementPayment,27211,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789957,2026-06-25,2,0.0,566.76,DisbursementPayment,DP-2026-027212,DisbursementPayment,27212,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789959,2026-06-25,2,0.0,1361.3,DisbursementPayment,DP-2026-027213,DisbursementPayment,27213,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789961,2026-06-25,2,0.0,118.27,DisbursementPayment,DP-2026-027214,DisbursementPayment,27214,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789963,2026-06-25,2,0.0,216.26,DisbursementPayment,DP-2026-027215,DisbursementPayment,27215,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789965,2026-06-25,2,0.0,542.77,DisbursementPayment,DP-2026-027216,DisbursementPayment,27216,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789967,2026-06-25,2,0.0,1795.88,DisbursementPayment,DP-2026-027217,DisbursementPayment,27217,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789969,2026-06-25,2,0.0,755.99,DisbursementPayment,DP-2026-027218,DisbursementPayment,27218,,4.0,Record vendor payment,2,2026-06-25 12:00:00,2026,6
789971,2026-06-26,2,0.0,365.47,DisbursementPayment,DP-2026-027219,DisbursementPayment,27219,,4.0,Record vendor payment,2,2026-06-26 12:00:00,2026,6
789973,2026-06-27,2,0.0,263.4,DisbursementPayment,DP-2026-027220,DisbursementPayment,27220,,4.0,Record vendor payment,2,2026-06-27 12:00:00,2026,6
789975,2026-06-27,2,0.0,304.76,DisbursementPayment,DP-2026-027221,DisbursementPayment,27221,,4.0,Record vendor payment,2,2026-06-27 12:00:00,2026,6
789977,2026-06-27,2,0.0,1163.24,DisbursementPayment,DP-2026-027222,DisbursementPayment,27222,,4.0,Record vendor payment,2,2026-06-27 12:00:00,2026,6
789979,2026-06-27,2,0.0,1366.33,DisbursementPayment,DP-2026-027223,DisbursementPayment,27223,,4.0,Record vendor payment,2,2026-06-27 12:00:00,2026,6
789981,2026-06-28,2,0.0,440.05,DisbursementPayment,DP-2026-027224,DisbursementPayment,27224,,5.0,Record vendor payment,2,2026-06-28 12:00:00,2026,6
789983,2026-06-28,2,0.0,218.75,DisbursementPayment,DP-2026-027225,DisbursementPayment,27225,,4.0,Record vendor payment,2,2026-06-28 12:00:00,2026,6
789985,2026-06-28,2,0.0,593.38,DisbursementPayment,DP-2026-027226,DisbursementPayment,27226,,4.0,Record vendor payment,2,2026-06-28 12:00:00,2026,6
789987,2026-06-28,2,0.0,920.66,DisbursementPayment,DP-2026-027227,DisbursementPayment,27227,,4.0,Record vendor payment,2,2026-06-28 12:00:00,2026,6
789989,2026-06-29,2,0.0,512.13,DisbursementPayment,DP-2026-027228,DisbursementPayment,27228,,4.0,Record vendor payment,2,2026-06-29 12:00:00,2026,6
789991,2026-06-29,2,0.0,255.69,DisbursementPayment,DP-2026-027229,DisbursementPayment,27229,,4.0,Record vendor payment,2,2026-06-29 12:00:00,2026,6
789993,2026-06-30,2,0.0,365.96,DisbursementPayment,DP-2026-027230,DisbursementPayment,27230,,4.0,Record vendor payment,2,2026-06-30 12:00:00,2026,6
790059,2026-06-01,2,0.0,2715.36,DisbursementPayment,DP-2026-027263,DisbursementPayment,27263,,5.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790061,2026-06-01,2,0.0,3757.28,DisbursementPayment,DP-2026-027264,DisbursementPayment,27264,,5.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790063,2026-06-01,2,0.0,1156.74,DisbursementPayment,DP-2026-027265,DisbursementPayment,27265,,5.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790065,2026-06-01,2,0.0,341.98,DisbursementPayment,DP-2026-027266,DisbursementPayment,27266,,5.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790067,2026-06-01,2,0.0,373.6,DisbursementPayment,DP-2026-027267,DisbursementPayment,27267,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790069,2026-06-01,2,0.0,328.62,DisbursementPayment,DP-2026-027268,DisbursementPayment,27268,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790071,2026-06-01,2,0.0,241.58,DisbursementPayment,DP-2026-027269,DisbursementPayment,27269,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790073,2026-06-01,2,0.0,1025.1,DisbursementPayment,DP-2026-027270,DisbursementPayment,27270,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790075,2026-06-01,2,0.0,310.96,DisbursementPayment,DP-2026-027271,DisbursementPayment,27271,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790077,2026-06-01,2,0.0,683.82,DisbursementPayment,DP-2026-027272,DisbursementPayment,27272,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790079,2026-06-01,2,0.0,455.04,DisbursementPayment,DP-2026-027273,DisbursementPayment,27273,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790081,2026-06-01,2,0.0,561.0,DisbursementPayment,DP-2026-027274,DisbursementPayment,27274,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790083,2026-06-01,2,0.0,1519.07,DisbursementPayment,DP-2026-027275,DisbursementPayment,27275,,5.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
790085,2026-06-01,2,0.0,569.72,DisbursementPayment,DP-2026-027276,DisbursementPayment,27276,,4.0,Record vendor payment,2,2026-06-01 12:00:00,2026,6
